Filename,Title,Authors,Affiliations,Abstract,Year
es2015-66.pdf,Powered-Two-Wheeler safety critical events recognition using a mixture model with quadratic logistic proportions,"Ferhat Attal, Abderrahmane Boubezoul, Allou Samé, Latifa Oukhellou",1 - Université Paris-Est -IFSTTAR,"This paper presents a statistical methodology that uses both acceleration and angular velocity signals to detect critical safety events for Powered Two Wheelers (PTW). The problem of recognition of critical events has been performed towards two steps: (1) the feature extraction step, where the multidimensional time trajectories of accelerometer/gyroscope data were modeled and segmented by using a specific mixture model with quadratic logistic proportions; (2) the classification step, which consists in using the k-nearest neighbor (k-NN) algorithm in order to assign each trajectory characterized by its extracted features to one of the three classes namely Fall, near Fall and Naturalistic riding. The results show the ability of the proposed methodology to detect critical safety events for Powered Two Wheelers.",2015
es2015-67.pdf,The Use of RBF Neural Network to Predict Building's Corners Hygrothermal Behavior,"Roberto Freire, ; Leandro, S Coelho, Gerson Dos Santos, Viviana Mariani, Nathan Mendes, Divani Da, S Carvalho","1 - Pontifical Catholic University of Parana (PUCPR) -Polytechnic School Rua Imaculada Conceição 1555. Postal Code 80215-901 Curitiba Brazil
3 - Federal Technological University of Parana -Department of Mechanical Engineering Av. Monteiro Lobato Km 04
4 - Postal Code 84016-210 Ponta Grossa Brazil","In this paper, a radial basis function neural network (RBF-NN) was combined with two optimization techniques, the expectation-maximization clustering method was used to tune the Gaussian activation functions centers, and the differential evolution was adopted to optimize the spreads and to local search of the centers. The modified RBF-NN was employed to predict building corners hygrothermal behavior. These specific regions of buildings are still barely explored due to modelling complexity, high computer run time, numerical divergence and highly moisture-dependent properties. Moreover, these specific building areas are constantly affected by moisture accumulation and mould growth, conditions that favor structure damages.",2015
es2015-68.pdf,Median-LVQ for Classification of Dissimilarity Data based on ROC-Optimization,"D Nebel, T Villmann",1 - University of Appl. Sciences Mittweida -Dept. of Mathematics Mittweida Saxonia Germany,"In this article we consider a median variant of the learning vector quantization (LVQ) classifier for classification of dissimilarity data. However, beside the median aspect, we propose to optimize the receiver-operating characteristics (ROC) instead of the classification accuracy. In particular, we present a probabilistic LVQ model with an adaptation scheme based on a generalized Expectation-Maximization-procedure, which allows a maximization of the area under the ROCcurve for those dissimilarity data. The basic idea behind is the utilization of ordered pairs as a structured input for learning. The new scheme can be seen as a supplement to the recently introduced LVQ-scheme for ROC-optimization of vector data.",2015
es2015-69.pdf,Learning missing edges via kernels in partially-known graphs,"Senka Krivic, Sandor Szedmak, Hanchen Xiong, Justus Piater",1 - Institute of Computer Science University of Innsbruck Technikerstr.21a A-6020 -Innsbruck Austria,"This paper deals with the problem of learning unknown edges with attributes in a partially-given multigraph. The method is an extension of Maximum Margin Multi-Valued Regression (M 3 VM) to the case where those edges are characterized by different attributes. It is applied on a large-scale problem where an agent tries to learn unknown object-object relations by exploiting known such relations. The method can handle not only binary relations but also complex, structured relations such as text, images, collections of labels, categories, etc., which can be represented by kernels. We compare the performance with a specialized, state-of-the-art matrix completion method.",2015
es2015-7.pdf,Probabilistic Classification Vector Machine at large scale,"Frank-Michael Schleif, Andrej Gisbrecht, Peter Tino","1 - School of Computer Science The University of Birmingham Edgbaston Birmingham B15 2TT United Kingdom
2 - Theoretical Computer Science University of Bielefeld 33619 Bielefeld Germany",Probabilistic kernel classifiers are effective approaches to solve classification problems but only few of them can be applied to indefinite kernels as typically observed in life science problems and are often limited to rather small scale problems. We provide a novel batch formulation of the Probabilistic Classification Vector Machine for large scale metric and non-metric data.,2015
es2015-73.pdf,Combining dissimilarity measures for prototype-based classification,"Ernest Mwebaze, Gjalt Bearda, Michael Biehl, Dietlind Zühlke","1 - Department of Information Technology Plot 56 Makerere University Makerere University Pool Road Kampala Uganda
2 - Johann Bernoulli Institute for Mathematics and Computer Science University of Groningen P.O. Box 407 9700 AK Groningen The Netherlands
4 - Department of Organized Knowledge Schloss Birlinghoven Fraunhofer Institute IAIS 53757 Sankt Augustin Germany","Prototype-based classification, identifying representatives of the data and suitable measures of dissimilarity, has been used successfully for tasks where interpretability of the classification is key. In many practical problems, one object is represented by a collection of different subsets of features, that might require different dissimilarity measures. In this paper we present a technique for combining different dissimilarity measures into a Learning Vector Quantization classification scheme for heterogeneous, mixed data. To illustrate the method we apply it to diagnosing viral crop disease in cassava plants from histograms (HSV) and shape features (SIFT) extracted from cassava leaf images. Our results demonstrate the feasibility of the method and increased performance compared to previous approaches.",2015
es2015-74.pdf,Efficient unsupervised clustering for spatial bird population analysis along the Loire river,"Aurore Payen, Ludovic Journaux, Clément Delion, Lucile Sautot, Bruno Faivre","1 - Université de Bourgogne -LE2I Avenue Alain Savary 21000 Dijon France
2 - Université de Bourgogne -Biogéosciences 6 Boulevard Gabriel 21000 Dijon France
4 - 1-AgroSup Dijon 26 Boulevard Docteur Petitjean 21000 Dijon","This paper deals with application and comparison of Nonlinear Dimensionality Reduction (NLDR) methods on natural high dimensional bird communities dataset along the Loire River (France). In this context, biologists usually use the well-known PCA in order to explain the upstream-downstream gradient. Unfortunately this method was unsuccessful on this kind of nonlinear dataset. This paper aims at comparing recent NLDR methods coupled with different data transformations in order to find out the best approach. Results show that Multiscale Jensen-Shannon Embedding (Ms JSE) outperforms all the other methods in this context. * Data acquisition received financial support from the FEDER Loire, Etablissement Public Loire, DREAL de Bassin Centre (Etude des oiseaux nicheurs de la Loire et de l'Allier sur l'ensemble de leurs cours) to BF, and from the Région Bourgogne (PARI, Projet Agrale 5) to BF. Data analysis received support from the French Ministry of Agriculture (Bourse FCPR to LS).",2015
es2015-75.pdf,NLDR methods for high dimensional VNIRS dataset: application to vineyard soils characterization,"Clément Delion, Ludovic Journaux, Aurore Payen, Lucile Sautot, Emmanuel Chevigny, Pierre Curmi","1 - Université de Bourgogne UMR6306 LE2I Avenue Alain Savary 21000 Dijon France
2 - Université de Bourgogne UMR6282 Biogéosciences 6 Boulevard Gabriel 21000 Dijon France
3 - UMR6298 ArteHis Université de Bourgogne 6 Boulevard Gabriel, 5-AgroSup Dijon -UMR1347 Agroécologie BP 86510 21000, 21000 Dijon, Dijon France, France
4 - 1-AgroSup Dijon 26 Boulevard du Docteur Petitjean 21000 Dijon France",In the context of vineyard soils characterization this paper explores and compare dierent recent Non Linear Dimensionality Reduction (NLDR) methods on a high-dimensional Visible and Near InfraRed Spectroscopy (VNIRS) dataset. NLDR methods are based on k-neighborhood criterion and euclidean and fractional distances metrics are tested. Results show that Multiscale Jensen-Shannon Embedding (Ms JSE) coupled with euclidean distance outperform all over methods. Application on data is performed at dierent spatial localization and at dierent depths of soil.,2015
es2015-76.pdf,Real-time activity recognition via deep learning of motion features,"Kishore Konda, Pramod Chandrashekhariah, Roland Memisevic, Jochen Triesch","1 - Goethe University Frankfurt Germany
2 - Frankfurt Institute for Advanced Studies Germany
3 - -University of Montreal Canada","Activity recognition is a challenging computer vision problem with countless applications. Here we present a real time activity recognition system using deep learning of local motion feature representations. Our approach learns to directly extract energy based motion features from video blocks. We implement the system on a distributed computing architecture and evaluate its performance on the iCub humanoid robot. We demonstrate real time performance using GPUs, paving the way for wide deployment of activity recognition systems in real world scenarios.",2015
es2015-77.pdf,Using self-organizing maps for regression: the importance of the output function,"Thomas Hecht, Mathieu Lefort, Alexander Gepperth","1 - boulevard des Maréchaux ENSTA ParisTech -UIIS division 858 91762 Palaiseau France
3 - Inria FLOWERS -Inria Bordeaux Sud-Ouest 200 avenue de la Vieille Tour 33405 Talence France","Self-organizing map (SOM) is a powerful paradigm that is extensively applied for clustering and visualization purpose. It is also used for regression learning, especially in robotics, thanks to its ability to provide a topological projection of high dimensional non linear data. In this case, data extracted from the SOM are usually restricted to the best matching unit (BMU), which is the usual way to use SOM for classification, where class labels are attached to individual neurons. In this article, we investigate the influence of considering more information from the SOM than just the BMU when performing regression. For this purpose, we quantitatively study several output functions for the SOM, when using these data as input of a linear regression, and find that the use of additional activities to the BMU can strongly improve regression performance. Thus, we propose an unified and generic framework that embraces a large spectrum of models from the traditional way to use SOM, with the best matching unit as output, to models related to the radial basis function network paradigm, when using local receptive field as output. * Thomas Hecht gratefully acknowledges funding support by the ""Direction Générale de l'Armement"" (DGA) and École Polytechnique.",2015
es2015-79.pdf,Prediction of Concrete Carbonation Depth using Decision Trees,"Woubishet Taffese, Esko Sistonen, Jari Puttonen",1 - Department of Civil and Structural Engineering Aalto University P. O. Box 12100 FI-00076 Aalto Finland,"In this work, three carbonation depth predicting models using decision tree approach are developed. Carbonation, in urban areas is often a reason for reinforcement steel corrosion that causes premature degradation, loss of serviceability and safety of reinforced concrete structures. The adopted decision trees are regression tree, bagged ensemble and reduced bagged ensemble regression tree. The evaluation of the predictions performance of the developed models reveals that all the three models perform reasonably well. Among them, reduced bagged ensemble regression tree showed the highest prediction and generalization capability.",2015
es2015-80.pdf,A Generalised Label Noise Model for Classification,Jakramate Bootkrajang,"1 - Department of Computer Science Chiang Mai University Muang Chiang Mai 50200 Thailand
2 - Faculty of Science Chiang Mai University","Learning from labelled data is becoming more and more challenging due to inherent imperfection of training labels. In this paper, we propose a new, generalised label noise model which is able to withstand the negative effect of both random noise and a wide range of non-random label noises. Empirical studies using three real-world datasets with inherent annotation errors demonstrate that the proposed generalised label noise model improves, in terms of classification accuracy, over existing label noise modelling approaches.",2015
es2015-81.pdf,Survival Analysis with Cox Regression and Random Non-linear Projections,"Samuel Branders, Benoît Frénay, Pierre Dupont","1 - ICTEAM/INGI -Machine Learning Group Université catholique de Louvain Place Sainte Barbe 2 1348 Louvain-la-Neuve Belgium
2 - Faculty of Computer Science Université de Namur Rue Grandgagnage 21 5000 Namur Belgium","Proportional Cox hazard models are commonly used in survival analysis, since they define risk scores which can be directly interpreted in terms of hazards. Yet they cannot account for non-linearities in their covariates. This paper shows how to use random non-linear projections to efficiently address this limitation.",2015
es2015-82.pdf,"Online multiclass learning with ""bandit"" feedback under a Passive-Aggressive approach","Hongliang Zhong, Emmanuel Daucé, Liva Ralaivola","1 - Aix-Marseille Université 2-Institut de Neurosciences des Systèmes Laboratoire d'Informatique Fondamentale CNRS UMR 7279
2 - INSERM UMR 1106 Aix-Marseille Université 3-Ecole Centrale Marseille France","This paper presents a new approach to online multi-class learning with bandit feedback. This algorithm, named PAB (Passive Aggressive in Bandit) is a variant of Online Passive-Aggressive Algorithm proposed by  [2] , the latter being an e↵ective framework for performing max-margin online learning. We analyze some of its operating principles, and show it to provide a good and scalable solution to the bandit classification problem, particularly in the case of a real-world dataset where it outperforms the best existing algorithms.",2015
es2015-83.pdf,Learning features on tear film lipid layer classification,"Beatriz Remeseiro, Verónica Bolón-Canedo, Amparo Alonso-Betanzos, Manuel Penedo",1 - Departamento de Computación Universidade da Coruña Campus de Elviña s/n 15071 A Coruña Spain,"Dry eye is a prevalent disease which leads to irritation of the ocular surface, and is associated with symptoms of discomfort and dryness. The Guillon tear film classification system is one of the most common procedures to diagnose this disease. Previous research has demonstrated that this classification can be automatized by means of image processing and machine learning techniques. However, all approaches for automatic classification have been focused on dark eyes, since they are most common in humans. This paper introduces a methodology making use of feature selection methods, to learn which features are the most relevant for each type of eyes and, thus, improving the automatic classification of the tear film lipid layer independently of the color of the eyes. Experimental results showed the adequacy of the proposed methodology, achieving classification rates over 90%, while producing unbiased results and working in real-time. * This research has been partially funded by the Secretaría de Estado de Investigación of the Spanish Government and FEDER funds of the European Union through the research projects TIN2012-37954 and PI14/02161; and by the Consellería de Industria of the Xunta de Galicia through the research projects GPC2013/065 and GRC2014/035. We would also like to thank the Optometry Service of the University of Santiago de Compostela (Spain) for providing us with the annotated datasets.",2015
es2015-84.pdf,On the use of machine learning techniques for the analysis of spontaneous reactions in automated hearing assessment,"Verónica Bolón-Canedo, Alba Fernández, Amparo Alonso-Betanzos, Marcos Ortega, Manuel Penedo",1 - Department of Computer Science University of A Coruña Campus de Elviña s/n 15071 -A Coruña Spain,"Lack of hearing is one of the most frequent sensory deficits among elder population. Its correct assessment becomes complicated for audiologists when there are severe difficulties in the communication with the patient. Trying to facilitate this task, this paper proposes a methodology for the correct classification of eye gestural reactions to the auditory stimuli by using machine learning approaches. After extracting the features from the existing videos, we applied several classifiers and managed to improve the detection of the most important classes through the use of oversampling techniques in a novel way. This methodology showed promising results, with true positive rates over 0.96 for the critical classes and global classification rates over 97%, paving the way to its inclusion in a fully automated tool.",2015
es2015-85.pdf,Data Analytics for Drilling Operational States Classifications,"Galina Veres, Zoheir Sabeur, Woubishet Taffese, Esko Sistonen, Jari Puttonen, Marcelo Soares, Pablo Barros, German Parisi, Stefan Wermter","1 - IT Innovation Center -Electronics and Computer Science Faculty of Physical Sciences and Engineering University of Southampton
2 - Gamma House Enterprise Road SO16 7NS Southampton UK
3 - Department of Civil and Structural Engineering Aalto University P. O. Box 12100 FI-00076 Aalto Finland
4 - Department of Computer Science University of Hamburg
5 - Vogt-Koelln-Strasse 30 22527 Hamburg Germany","This paper provides benchmarks for the identification of best performance classifiers for the detection of operational states in industrial drilling operations. Multiple scenarios for the detection of the operational states are tested on a rig with various drilling wells. Drilling data are extremely challenging due to their non-linear and stochastic natures, notwithstanding the embedded noise in them and unbalancing. Nevertheless, there is a possibility to deploy robust classifiers to overcome such challenges and achieve good automated detection of states. Three classifiers with best classification rates of drilling operational states were identified in this study.",2015
es2015-86.pdf,High-School Dropout Prediction Using Machine Learning: A Danish Large-scale Study,"Nicolae-Bogdan ¸ara, Rasmus Halland, Christian Igel, Stephen Alstrup","1 - Department of Computer Science University of Copenhagen Denmark
2 - MaCom A/S Denmark","Pupils not finishing their secondary education are a big societal problem. Previous studies indicate that machine learning can be used to predict high-school dropout, which allows early interventions. To the best of our knowledge, this paper presents the first large-scale study of that kind. It considers pupils that were at least six months into their Danish high-school education, with the goal to predict dropout in the subsequent three months. We combined information from the MaCom Lectio study administration system, which is used by most Danish high schools, with data from public online sources (name database, travel planner, governmental statistics). In contrast to existing studies that were based on only a few hundred students, we considered a considerably larger sample of 36299 pupils for training and 36299 for testing. We evaluated different machine learning methods. A random forest classifier achieved an accuracy of 93.47 % and an area under the curve of 0.965. Given the large sample, we conclude that machine learning can be used to reliably detect high-school dropout given the information already available to many schools.",2015
es2015-87.pdf,A State-Space Model for the Dynamic Random Subgraph Model,"Rawya Zreik, Pierre Latouche, Charles Bouveyron","1 - Laboratoire SAMM Université Paris 1 Panthéon-Sorbonne 2-Laboratoire MAP5 4543 EA
2 - UMR CNRS 8145 Université Paris Descartes","In recent years, many random graph models have been proposed to extract information from networks. The principle is to look for groups of vertices with homogenous connection profiles. Most of these models are suitable for static networks and can handle different types of edges. This work is motivated by the need of analyzing an evolving network describing email communications between employees of the Enron compagny where social positions play an important role. Therefore, in this paper, we consider the random subgraph model (RSM) which was proposed recently to model networks through latent clusters built within known partitions. Using a state space model to characterize the cluster proportions, RSM is then extended in order to deal with dynamic networks. We call the latter the dynamic random subgraph model (dRSM).",2015
es2015-88.pdf,Certainty-based Prototype Insertion/Deletion for Classification with Metric Adaptation,"Lydia Fischer, Barbara Hammer, Heiko Wersing","1 - HONDA Research Institute Europe GmbH Carl-Legien-Str. 30 63065 Offenbach Germany
2 - Bielefeld University Universitätsstr. 25 33615 Bielefeld Germany","We propose an extension of prototype-based classification models to automatically adjust model complexity, thus offering a powerful technique for online, incremental learning tasks. The incremental technique is based on the notion of the certainty of an observed classification. Unlike previous work, we can incorporate matrix learning into the framework by relying on the cost function of generalised learning vector quantisation (GLVQ) for prototype insertion, deletion, as well as training. In several benchmarks, we demonstrate that the proposed method provides comparable results to offline counterparts and an incremental support vector machine, while enabling a better control of the required memory.",2015
es2015-89.pdf,Revisiting ant colony algorithms to seismic faults detection,"W Maciel, C Vasconcelos, P Silva, M Gattass","1 - Pontifícia Universidade Católica do Rio de Janeiro -Tecgraf Institute Marquês de São Vicente 225 Gávea, Rio de Janeiro Brazil
2 - Department of Computer Science Universidade Federal Fluminense
3 - Lara Vilela 126, São Domingos Niterói Brazil","Seismic fault extracting is a time consuming task that can be aided by image enhancement of fault areas. The recent literature addresses this task by using ant colony optimization (ACO) algorithms to highlight the fault edges. This work proposes improvements to current state of the art methods by revisiting and/or reincorporating classic aspects of ACO, such as ant distribution, pheromone evaporation and deposition, not previously considered in this seismic fault enhancement scenario.The proposed approach arrives at good results presenting images with little noise and great localization of fault edges.",2015
es2015-90.pdf,Reducing offline evaluation bias of collaborative filtering algorithms,"Arnaud De Myttenaere, Boris Golden, Bénédicte Le Grand, Fabrice Rossi","1 - Université Paris 1 Panthéon -Sorbonne -SAMM EA 90 rue de Tolbiac 4534, 75013 Paris France
2 - Panthéon -Sorbonne -Centre de Recherche en Informatique 90 rue de Tolbiac 75013 Paris France
4 - Université Paris
6 - 1 -Viadeo 30 rue de la Victoire 75009 Paris France","Recommendation systems have been integrated into the majority of large online systems to filter and rank information according to user profiles. It thus influences the way users interact with the system and, as a consequence, bias the evaluation of the performance of a recommendation algorithm computed using historical data (via offline evaluation). This paper presents a new application of a weighted offline evaluation to reduce this bias for collaborative filtering algorithms.",2015
es2015-91.pdf,"Hierarchical, prototype-based clustering of multiple time series with missing values","Pekka Wartiainen, Tommi Kärkkäinen",1 - Department of Mathematical Information Technology University of Jyvaskyla University of Jyvaskyla P.O. Box 35 40014 Finland,"A novel technique based on a robust clustering algorithm and multiple internal cluster indices is proposed. The suggested, hierarchical approach allows one to generate a dynamic decision tree like structure to represent the original data in the leaf nodes. It is applied here to divide a given set of multiple time series containing missing values into disjoint subsets. The whole algorithm is first described and then experimented with one particular data set from the UCI repository, already used in [1] for a similar exploration. The obtained results are very promising.",2015
es2015-95.pdf,Solving Constrained Lasso and Elastic Net Using ν-SVMs,"Carlos Alaíz, Alberto Torres, José Dorronsoro",1 - Departamento de Ingeniería Informática Tomás y Valiente 11 Universidad Autónoma de Madrid 28049 Madrid Spain,"Many important linear sparse models have at its core the Lasso problem, for which the GLMNet algorithm is often considered as the current state of the art. Recently M. Jaggi has observed that Constrained Lasso (CL) can be reduced to a SVM-like problem, which opens the way to use efficient SVM algorithms to solve CL. We will refine Jaggi's arguments to reduce CL as well as constrained Elastic Net to a Nearest Point Problem and show experimentally that the well known LIBSVM library results in a faster convergence than GLMNet for small problems and also, if properly adapted, for larger ones.",2015
es2015-97.pdf,Diffusion Maps Parameters Selection Based on Neighbourhood Preservation,"Carlos Alaíz, Ángela Fernández, José Dorronsoro",1 - Universidad Autónoma de Madrid & Instituto de Ingeniería del Conocimiento Tomás y Valiente 11 28049 Madrid Spain,"Diffusion Maps is one of the leading methods for dimensionality reduction, although it requires to fix a certain number of parameters that can be crucial for its performance. This parameter selection is usually based on the expertise of the user, as there are no unified criterion for evaluating the quality of the embedding. We propose to use a neighbourhood preservation measure as the criterion for fixing these parameters. As we shall see, this approach provides good embedding parameters without needing problem specific knowledge. * With partial support from Spain's grants TIN2013-42351-P and S2013/ICE-2845 CASI-CAM-CM, and the Cátedra UAM-ADIC in Data Science and Machine Learning. The authors also acknowledge the use of the facilities of Centro de Computación Científica (CCC) at UAM.",2015
es2015-99.pdf,Rank-Constrainted Optimization: A Riemannian Manifold Approach * †,"Guifang Zhou, Wen Huang, Kyle Gallivan, Paul Van Dooren, P.-A Absil","1 - Department of Mathematics Florida State University 1017 Academic Way 32306-4510 Tallahassee FL US
2 - Université catholique de Louvain -ICTEAM Institute Avenue G. Lemaître 4 1348 Louvain-la-Neuve Belgium",This paper presents an algorithm that solves optimization problems on a matrix manifold M ⊆ R m×n with an additional rank inequality constraint. New geometric objects are defined to facilitate efficiently finding a suitable rank. The convergence properties of the algorithm are given and a weighted low-rank approximation problem is used to illustrate the efficiency and effectiveness of the algorithm.,2015
es2016-100.pdf,Adaptive dissimilarity weighting for prototype-based classification optimizing mixtures of dissimilarities,"M Kaden, D Nebel, T Villmann",1 - Computational Intelligence Group University of Applied Sciences Mittweida Technikumplatz 17 09648 Mittweida Germany,"In this paper we propose an adaptive bilinear mixing of dissimilarities for better classification learning. In particular, we focus on prototype based learning like learning vector quantization. In this sense the learning of the mixture can be seen as a kind of dissimilarity learning as counterpart to dissimilarity selection in advance. We demonstrate this approach working for relational as well as median variants of prototype learning for proximity data.",2016
es2016-102.pdf,Policy-gradient Methods for Decision Trees,"Aurélia Léon, Ludovic Denoyer","1 - UMR 7606 Sorbonne Universités UPMC Univ Paris 06 LIP6, F-75005 Paris France","We propose a new type of decision trees able to learn at the same time how inputs fall in the tree and which predictions are associated to the leaves. The main advantage of this approach is to be based on the optimization of a global loss function instead of using heuristic-based greedy techniques, while keeping the good characteristics of decision trees. The learning algorithm is inspired by reinforcement learning and based on gradient-descent based methods, allowing a fast optimization. Moreover the algorithm is not limited to (mono-label) classification task and can be used for any predictive problem while a derivable loss function exist. Experimental results show the effectiveness of the method w.r.t baselines. 1 Note that the model naturally handles other predictive problems when a derivable loss function exists, and is not restricted to classification.",2016
es2016-103.pdf,Learning Embeddings for Completion and Prediction of Relationnal Multivariate Time-Series,"Ali Ziat, Gabriella Contardo, Nicolas Baskiotis, Ludovic Denoyer","1 - Institut VEDECOM Versailles France
2 - UMR 7606 Sorbonne Universités UPMC Univ Paris 06 LIP6, F-75005 Paris France","We focus on learning over multivariate and relational timeseries where relations are modeled by a graph. We propose a model that is able to simultaneously fill in missing values and predict future ones. This approach is based on representation learning techniques, where temporal data are represented in a latent vector space so as to capture the dynamicity of the process and also the relations between the different sources. Information completion (missing values) and prediction are performed simultaneously using a unique formalism, whereas most often they are addressed separately using different methods.",2016
es2016-104.pdf,Anomaly detection on spectrograms using datadriven and fixed dictionary representations,"M Abdel-Sayed, D Duclos, G Faÿ, J Lacaille, M Mougeot","1 - -SafranTech (SAFRAN) -TSI Rue des Jeunes Bois Châteaufort 78772 Magny-Les-Hameaux France
2 - Ecole CentraleSupélec -MICS Grande Voie des Vignes 92290 Châtenay-Malabry France
3 - Université Paris Diderot -LPMA 5 rue Thomas Mann 75013 Paris France
6 - Snecma (SAFRAN) Rond point René Ravaud 77550 Moissy-Cramayel France","Spectrograms provide a visual representation of the vibrations of civil aircraft engines. The vibrations contain information relative to damage in the engine, if any. This representation is noisy, high dimensional and the relevant signatures relative to damages concern only a small part of the spectrogram. All these arguments lead to difficulties to automatically detect anomalies in the spectrogram. Adequate lower dimensional representations of the spectrograms are needed. In this paper, we study two types of representations with dictionary, a data-driven one and a non-adaptive one and we show their benefits for automatic anomaly detection.",2016
es2016-105.pdf,"Feature Binding in Deep Convolution Networks with Recurrences, Oscillations, and Top-Down Modulated Dynamics","Martin Mundt, Sebastian Blaes, Thomas Burwick",1 - Frankfurt Institute for Advanced Studies (FIAS) Goethe University Frankfurt Ruth Moufang-Str. 1 60438 Frankfurt am Main Germany,"Deep convolution networks are extended with an oscillatory phase dynamics and recurrent couplings that are based on convolution and deconvolution. Moreover, top-down modulation is included that enforces the dynamical selection and grouping of features of the recognized object into assemblies based on temporal coherence. With respect to image processing, it is demonstrated how the combination of these mechanisms allow for the segmentation of the parts of the objects that are relevant for its classification.",2016
es2016-107.pdf,Spatial Chirp-Z Transformer Networks,"Jonas Degrave, Sander Dieleman, Joni Dambre, Francis Wyffels",1 - Electric and Information Systems (ELIS) Ghent University Sint Pietersnieuwstraat 41 9000 Gent Belgium,"Convolutional Neural Networks are often used for computer vision solutions, because of their inherent modeling of the translation invariance in images. In this paper, we propose a new module to model rotation and scaling invariances in images. To do this, we rely on the chirp-Z transform to perform the desired translation, rotation and scaling in the frequency domain. This approach has the benefit that it scales well and that it is differentiable because of the computationally cheap sincinterpolation. * The research leading to these results has received funding from the European Commission (EC) Human Brain Project under grant agreement No 604102, and from the Agency for Innovation by Science and Technology in Flanders (IWT). The Tesla K40 used for this research was donated by the NVIDIA Corporation.",2016
es2016-109.pdf,Gaussian process prediction for time series of structured data,"Benjamin Paassen, Christina Göpfert, Barbara Hammer",1 - CITEC center of excellence Bielefeld University Germany,"Time series prediction constitutes a classic topic in machine learning with wide-ranging applications, but mostly restricted to the domain of vectorial sequence entries. In recent years, time series of structured data (such as sequences, trees or graph structures) have become more and more important, for example in social network analysis or intelligent tutoring systems. In this contribution, we propose an extension of time series models to strucured data based on Gaussian processes and structure kernels. We also provide speedup techniques for predictions in linear time, and we evaluate our approach on real data from the domain of intelligent tutoring systems. * Funding by the DFG under grant number HA 2719/6-2 and the CITEC center of excellence (EXC 277) is gratefully acknowledged.",2016
es2016-11.pdf,Assessment of diabetic retinopathy risk with random forests,"Silvia Sanromà, Antonio Moreno, Aida Valls, Pedro Romero, Sofia De La Riva, Ramon Sagarra","1 - Departament d'Enginyeria Informàtica
4 - Hospital Universitari Sant Joan -Universitat Rovira i Virgili Av. Dr. Josep Laporte
5 - 43204 Reus Spain
10 - Matemàtiques -Universitat Rovira i Virgili Av.Països Catalans 26. 43007-Tarragona Spain","Diabetic retinopathy is one of the most usual morbidities associated to diabetes. Its appropriate control requires the implementation of expensive screening programs. This paper reports the use of Random Forests to build a classifier which may determine, with sensitivity and specificity levels over 80%, whether a diabetic person is likely to develop retinopathy. The use of this model in a decision support tool may help doctors to determine the best screening periodicity for each person, so that an appropriate care is provided and human, material and economic resources are more efficiently employed. * This study was funded by the research projects PI12/01535 and PI15/01150 (Instituto de Salud Carlos III) and the URV grant 2014PFR-URV-B2-60. † http://www.who.int/features/factfiles/diabetes/facts/en/ ‡ For example, the American Diabetes Association [2], the American Academy of Ophthalmology and the Royal College of Ophthalmologists [3].",2016
es2016-111.pdf,Kernel based collaborative filtering for very large scale top-N item recommendation,"Mirko Polato, Fabio Aiolli",1 - Department of Mathematics Via Trieste University of Padova 63 35121 Padova Italy,"The increasing availability of implicit feedback datasets has raised the interest in developing effective collaborative filtering techniques able to deal asymmetrically with unambiguous positive feedback and ambiguous negative feedback. In this paper, we propose a principled kernelbased collaborative filtering method for top-N item recommendation with implicit feedback. We present an efficient implementation using the linear kernel, and how to generalize it to other kernels preserving efficiency. We compare our method with the state-of-the-art algorithm on the Million Songs Dataset achieving an execution about 5 time faster, while having comparable effectiveness.",2016
es2016-112.pdf,Deep Learning Vector Quantization,"Harm De Vries, Roland Memisevic, Aaron Courville",1 - Université de Montréal,"While deep neural nets (DNN's) achieve impressive performance on image recognition tasks, previous studies have reported that DNN's give high confidence predictions for unrecognizable images. Motivated by the observation that such fooling examples might be caused by the extrapolating nature of the log-softmax, we propose to combine neural networks with Learning Vector Quantization (LVQ). Our proposed method, called Deep LVQ (DLVQ), achieves comparable performance on MNIST while being more robust against fooling and adversarial examples.",2016
es2016-113.pdf,Multicriteria optimized MLP for imbalanced learning,"Paavo Nieminen, Tommi Kärkkäinen",1 - Department of Mathematical Information Technology University of Jyväskylä P.O. Box 35 40014 Finland,"Classifier construction for data with imbalanced class frequencies needs special attention if good classification accuracy for all the classes is sought. When the classes are not separable, i.e., when the distributions of observations in the classes overlap, it is impossible to achieve ideal accuracy for all the classes at once. We suggest a versatile multicriteria optimization formulation for imbalanced classification and demonstrate its applicability using a single hidden layer perceptron as the classifier model.",2016
es2016-114.pdf,Simultaneous estimation of rewards and dynamics from noisy expert demonstrations,"Michael Herman, Tobias Gindele, Jörg Wagner, Felix Schmitt, Wolfram Burgard, Robert Bosch, Gmbh -70442 Stuttgart -Germany",1 - Department of Computer Science University of Freiburg 79110 Freiburg Germany,"Inverse Reinforcement Learning (IRL) describes the problem of learning an unknown reward function of a Markov Decision Process (MDP) from demonstrations of an expert. Current approaches typically require the system dynamics to be known or additional demonstrations of state transitions to be available to solve the inverse problem accurately. If these assumptions are not satisfied, heuristics can be used to compensate the lack of a model of the system dynamics. However, heuristics can add bias to the solution. To overcome this, we present a gradient-based approach, which simultaneously estimates rewards, dynamics, and the parameterizable stochastic policy of an expert from demonstrations, while the stochastic policy is a function of optimal Q-values.",2016
