Year,Title,Authors,Abstract,Keywords/Content Category,PDF link
2019,Transfer Learning for transferring machine-learning based models among hyperspectral sensors,"Patrick Menz, Andreas Backhaus, Udo Seiffert",Using previously generated machine learning models under changing sensor hardware with nearly the same performance is a desirable goal. This constitutes a model transfer problem. We compare a Radial Basis Function Network adapted for transfer learning to a classical data alignment approach. This approach to transfer machine-learning models is tested on a task of material classification using hyperspectral imaging recorded with different camera systems and the aim to make camera systems interchangeable. The results show that a machine-learning based algorithm outperforms a state-of-the-art hyperspectral data alignment algorithm.,Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-123.pdf
2019,Active one-shot learning with Prototypical Networks,"Rinu Boney, Alexander Ilin",We consider the problem of active one-shot classification where a classifier needs to adapt to new tasks by requesting labels for one example per class from (potentially many) unlabeled examples. We propose a clustering approach to the problem. The features extracted with Prototypical Networks are clustered using K-means and the label for one representative sample from each cluster is requested to label the whole cluster. We demonstrate good performance of this simple active adaptation strategy using image data.,Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-81.pdf
2019,LEAP nets for power grid perturbations,"Benjamin Donnot, Balthazar Donon, Isabelle Guyon, Liu ZHENGYING, Antoine MAROT, Patrick Panciatici, Marc Schoenauer","We propose a novel neural network embedding approach to model power transmission grids, in which high voltage lines are disconnected and re-connected with one-another from time to time, either accidentally or willfully.  We call our architeture LEAP net, for Latent Encoding of Atypical Perturbation.  Our method implements a form of transfer learning, permitting to train on a few source domains, then generalize to new target domains, without learning on any example of that domain. We evaluate the viability of this technique to rapidly assess curative actions that human operators take in emergency situations, using real historical data, from the French high voltage power grid.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-46.pdf
2019,A best-first branch-and-bound search for solving the transductive inference problem using support vector machines,"Hygor Xavier Araújo, Raul Fonseca Neto, Saulo Moraes Villela",In this paper we present a new method for solving the transductive inference problem whose objective is predicting the binary labels of a subset of points of interest of an unknown decision function. We attempt to learn a decision boundary using SVM. To obtain the maximal-margin hypothesis over labeled and unlabeled samples we employ an admissible best-first search based on margin values. Empirical evidence suggests that this globally optimal solution can obtain excellent results in the transduction problem. Due to the selection strategy used the search algorithm explores only a small fraction of unlabeled samples making it efficiently applicable to median-sized datasets. We compare our results with the results obtained from the TSVM demonstrating better results in margin values.,Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-201.pdf
2019,Computerized tool for identification and enhanced visualization of Macular Edema regions using OCT scans,"Iago Otero Coto, Plácido Francisco Lizancos Vidal, Joaquim de Moura, Jorge Novo, Marcos Ortega","We propose a novel methodology using Optical Coherence Tomography (OCT) images to detect the 3 clinically defined types of Macular Edema, which is among the main causes of blindness: Diffuse Retinal Thickening (DRT), Cystoid Macular Edema (CME) and Serous Retinal Detachment (SRD). To perform this detection, we sample the images and train models to create an intuitive color map that represents the 3 pathologies to facilitate the clinical evaluation. The proposed method was tested using a dataset composed by 96 OCT images. The system provided satisfactory results with accuracy values of 90.49%, 93.23% and 88.87% for the CME, SRD and DRT detections, respectively.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-21.pdf
2019,Learning super-resolution 3D segmentation of plant root MRI images from few examples,"Ali Oguz Uzman, Jannis Horn, Sven Behnke","Analyzing  plant roots is crucial to understand  plant performance in different soil environments. While magnetic resonance imaging (MRI) can be used to  obtain 3D images of  plant roots, extraction of the root structural model is challenging due to highly noisy soil environments and low-resolution of  MRI images. To improve both contrast and resolution, we adapt the state-of-the-art method RefineNet for 3D segmentation of the plant root MRI images in super-resolution. The networks are trained from few manual segmentations that are augmented by geometric transformations, realistic noise, and other variabilities.  The resulting segmentations contain most root structures including branches not extracted by human supervision.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-100.pdf
2019,A document detection technique using convolutional neural networks for optical character recognition systems,"Lorand Dobai, Mihai Teletin","An important part of an optical character recognition pipeline is the preprocessing step, whose purpose is to enhance the conditions under which the text extraction is later performed. In this paper, we present a novel deep learning based preprocessing method to jointly detect and deskew documents in digital images. Our work intends to improve the optical recognition performance, especially on frames which are skewed (slightly rotated) or have cluttered backgrounds.  The proposed method achieves good document detection and deskewing results on a dataset of photos of cash receipts.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-17.pdf
2019,Blind-spot network for image anomaly detection: A new approach to diabetic retinopathy screening,"Shaon Sutradhar, José Rouco, Marcos Ortega","The development of computer-aided screening (CAS) systems is motivated by the high prevalence and severity of the target disease along with the time taken to manually assess each case. This is the case with diabetic retinopathy screening, that is based on the manual grading of retinography images. The development of CAS systems, however, usually involves data-driven approaches that require extensive and usually scarce manually labeled datasets. With this in mind, we propose the use of unsupervised anomaly detection methods for screening that can take advantage of the large amount of healthy cases available. Concretely, we focus on reconstruction-based anomaly detection methods, which are usually approached with autoencoders. We propose a new network architecture, the Blind-Spot Network, that, according to the presented experiments, improves the performance of autoencoders in this setting.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-71.pdf
2019,Short-term trajectory planning using reinforcement learning within a neuromorphic control architecture,"Florian Mirus, Benjamin Zorn, Jörg Conradt","In this paper, we present a first step towards neuromorphic vehicle control. We propose a modular and hierarchical system architecture entirely implemented in a spiking neuron substrate, which allows for adjustment of individual components trough either supervised or reinforcement learning as well as future deployment on dedicated neuromorphic hardware. In a sample instantiation, we investigate automated training of a neuromorphic trajectory selection module using reinforcement learning to demonstrate the general feasibility of our approach. We evaluate our system using the open-source race car simulator TORCS.",Dynamical systems and reinforcement learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-65.pdf
2019,visualizing image classification in fourier domain,"Florian Franzen, Chunrong Yuan","Image classification is successfully done with Convolutional Neural Networks (CNN). Alternatively  it can be done  in Fourier domain avoiding the convolution process. In this work, we develop several neural networks (NN) for classifying images  in Fourier domain. In order to understand and explain the behaviour of the built NNs, we visualize neuron activities and analyze the underlying patterns relevant for the learning and classification process.  We have carried out comparative study based on several datasets. By using images of objects with partial occlusion, we are able to find out the parts that are important for the classification of certain objects.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-66.pdf
2019,Deep hybrid approach for 3D plane segmentation,"Felipe Gomez Marulanda, Pieter Libin, Timothy Verstraeten, Ann Nowe","We address the limitations of Deep learning models for 3D geometry segmentation by using Conditional Random fields (CRF). We show that CRFs can take advantage of the       neighbouring structure of point clouds to assist the learning of the Deep Learning models (DL). Our hybrid  PN-CRF model is able to learn more optimal weights by taking    advantage of equal-segmentation assignments to neighbouring points. As a result, it increases the robustness in the model specially for segmentation tasks where correctly  detecting the boundaries between segmentations is very important.",Image processing and transfer learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-169.pdf
2019,Noise helps optimization escape from saddle points in the neural dynamics,"Fang Ying, Yu Zhaofei, Chen Feng","Synaptic connectivity in the brain is thought to encode the long-term memory of an organism. But experimental data point to surprising ongoing fluctuations in synaptic activity. Assuming that the brain computation and plasticity can be understood as probabilistic inference, one of the essential roles of noise is to efficiently improve the performance of optimization in the form of stochastic gradient descent. The strict saddle condition for synaptic plasticity is deduced and under such condition noise can help escape from saddle points on high dimensional domains. The theoretical result explains the stochasticity of synapses and guides us how to make use of noise. Our simulation results manifest that in the learning and test phase, the accuracy of synaptic sampling is almost 20% higher than that without noise.",Statistical physics of learning and inference,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-92.pdf
2019,On-line learning dynamics of ReLU neural networks using statistical physics techniques,"Michiel Straat, Michael Biehl","We introduce exact macroscopic on-line learning dynamics of two-layer neural networks with ReLU units in the form of a system of differential equations, using techniques borrowed from statistical physics. For the first experiments, numerical solutions  reveal similar behavior compared to sigmoidal activation researched in earlier work. In these experiments the theoretical results show good correspondence with simulations. In overrealizable and unrealizable learning scenarios, the learning behavior of ReLU networks shows distinctive characteristics compared to sigmoidal networks.",Statistical physics of learning and inference,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-173.pdf
2019,Memory Efficient Weightless Neural Network using Bloom Filter,"Leandro Santiago de Araújo, Letícia  Dias Verona, Fábio Medeiros Rangel, Fabricio  Firmino de Faria, Daniel Sadoc Menasche, Wouter  Caarls, Maurício Breternitz, Sandip Kundu, Priscila Machado Vieira Lima, Felipe  Maia Galvão França","Weightless Neural Networks are Artificial Neural Networks based on RAM memory broadly explored as solution for pattern recognition applications. Due to its memory approach, it can be easily implemented in hardware and software providing efficient learning mechanism. Unfortunately, the straightforward implementation requires a large amount of memory resources making its adoption impracticable on memory constraint systems. In this paper, we propose a new model of Weightless Neural Network which utilizes Bloom Filters to implement RAM nodes. By using Bloom Filters, the memory resources are widely reduced allowing false positives entries. The experiment results show that our model using Bloom Filters achieves competitive accuracy, training time and testing time, consuming up to 6 order of magnitude less memory resources in comparison with the standard Weightless Neural Network model.",60 Years of Weightless Neural Systems,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-83.pdf
2019,Statistical physics of learning and inference,"Michael Biehl, Nestor Caticha, Manfred Opper, Thomas Villmann",,Statistical physics of learning and inference,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-2.pdf
2019,Explaining classification systems using sparse dictionaries,"Andrea Apicella, Fracesco Isgro, Roberto Prevete, Andrea Sorrentino, Guglielmo Tamburrini","A pressing research topic is to find ways to explain the decisions of machine learning systems to end users, data officers, and other stakeholders. These explanations must be understandable to  human beings. Much work in this field focuses on image classification, as the required explanations can rely on images, therefore making communication relatively easy, and may take into account the image as a whole. Here, we propose to exploit the representational power of sparse dictionaries to determine image local properties that can be used as crucial ingredients of humanly understandable explanations of classification decisions.",Societal Issues in Machine Learning: When Learning from Data is Not Enough,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-124.pdf
2019,Deep RL for autonomous robots: limitations and safety challenges,"Olov Andersson, Patrick Doherty","With the rise of deep reinforcement learning, there has also been a string of successes on continuous control problems using physics simulators. This has lead to some optimism regarding use in autonomous robots and vehicles. However, to successful apply such techniques to the real world requires a firm grasp of their limitations. As recent work has raised questions of how diverse these simulation benchmarks really are, we here instead analyze a popular deep RL approach on toy examples from robot obstacle avoidance. We find that these converge very slowly, if at all, to safe policies. We identify convergence issues on stochastic environments and local minima as problems that warrant more attention for safety-critical control applications.",Societal Issues in Machine Learning: When Learning from Data is Not Enough,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-97.pdf
2019,Detecting Black-box Adversarial Examples through Nonlinear Dimensionality Reduction,"Francesco Crecchi, Davide Bacciu, Battista Biggio","Deep neural networks are vulnerable to adversarial examples,i.e., carefully-perturbed input samples aimed to mislead classification.  In this work,  we propose a detection method based on t-SNE,  a  powerful nonlinear dimensionality reduction technique. Our empirical findings show that the proposed approach is able to effectively detect black-box adversarial examples, i.e., adversarial perturbations not carefully tuned to also bypass the detection method.  While we believe that our method may also improve the robustness of deep nets against white-box adversarial examples, we leave a more detailed investigation of this issue to future work.",Societal Issues in Machine Learning: When Learning from Data is Not Enough,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-120.pdf
2019,Dynamic fairness - Breaking vicious cycles in automatic decision making,"Benjamin Paaßen, Astrid Bunge, Carolin Hainke, Leon Sindelar, Matthias Vogelsang","In recent years, machine learning techniques have been increasingly applied in sensitive decision making processes, raising fairness concerns. Past research has shown that machine learning may reproduce and even exacerbate human bias due to biased training data or flawed model assumptions, and thus may lead to discriminatory actions. To counteract such biased models, researchers have proposed multiple mathematical definitions of fairness according to which classifiers can be optimized. However, it has also been shown that the outcomes generated by some fairness notions may be unsatisfactory.  In this contribution, we add to this research by considering decision making processes in time. We establish a theoretic model in which even perfectly accurate classifiers which adhere to almost all common fairness definitions lead to stable long-term inequalities due to vicious cycles. Only demographic parity, which enforces equal rates of positive decisions in all groups, avoids these effects and establishes instead a virtuous cycle leading to perfectly accurate and fair classification in the long term.",Societal Issues in Machine Learning: When Learning from Data is Not Enough,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-134.pdf
2019,Fairness and Accountability of Machine Learning Models in Railway Market: are Applicable Railway Laws Up to Regulate Them?,"Charlotte Ducuing, Luca Oneto, Canepa Renzo","In this work we discuss whether the law is up to regulate the use of machine learning model in the context of the railway public transportation system. In particular, we deal with the problems of fairness and accountability of these models when exploited in the context of train traffic management. Railway sector-specific regulation, in their quality as network industry, hereby serves as a pilot. We show that, even where technological solutions are available, the law needs to keep up to support and accurately regulate the use of the technological solutions and we identify stumble points in this regard.",Societal Issues in Machine Learning: When Learning from Data is Not Enough,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-78.pdf
2019,Privacy Preserving Synthetic Health Data,"Andrew Yale, Saloni Dash, Ritik Dutta, Isabelle Guyon, Adrien Pavao, Kristin Bennett","We examine the feasibility of using synthetic medical data generated by GANs in the classroom, to teach data science in health infor- matics. We present an end-to-end methodology to retain instructional utility, while preserving privacy to a level, which meets regulatory re- quirements: (1) a GAN is trained by a certified medical-data security-aware agent, inside a secure environment; (2) the GAN is used outside of the secure environment by external users (instructors or researchers) to gener- ate synthetic data. This second step facilitates data handling for external users, by avoiding de-identification, which may require special user training, be costly, and/or cause loss of data fidelity. We benchmark our proposed GAN versus various baseline methods using a novel set of metrics. At equal levels of privacy and utility, GANs provide small footprint models, meeting the desired specifications of our application domain. Data, code, and a challenge that we organized for educational purposes are available.",Societal Issues in Machine Learning: When Learning from Data is Not Enough,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-29.pdf
2019,training networks separately on static and dynamic obstacles improves collision avoidance during indoor robot navigation,"Viktor Schmuck, David Meredith","Autonomous robot navigation and dynamic obstacle avoidance in complex, cluttered, indoor environments is a challenging task. A robust solution would allow robots to be deployed in hospitals, airports or shopping centres to serve as guides and fulfil other functions requiring safe human--robot interaction. Previous studies have explored various approaches to selecting sensor types, collecting data, and training models capable of safely avoiding unmapped, possibly dynamic obstacles in an indoor environment. In this paper we address the problem of recognizing and anticipating  collisions, in order to determine when avoidance manoeuvres are required. We propose and compare two sensor-fusion and neural-network-based solutions, one in which models are trained separately on static and dynamic samples and another in which a model is trained on samples of collisions with both dynamic and static obstacles. The measured accuracies confirmed that the separately trained, ensemble models had better recognition performance, but were slower at calculation than the models trained without taking the obstacle types into account.",Dynamical systems and reinforcement learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-129.pdf
2019,Importance of user inputs while using incremental learning to personalize human activity recognition models,"Pekka Siirtola, Heli Koskimäki, Juha Röning","In this study, importance of user inputs is studied in the context of personalizing human activity recognition models using incremental learning. Inertial sensor data from three body positions are used, and the classification is based on Learn++ ensemble method. Three different approaches to update models are compared: non-supervised, semi-supervised and supervised. Non-supervised approach relies fully on predicted labels, supervised fully on user labeled data, and the proposed method for semi-supervised learning, is a combination of these two. In fact, our experiments show that by relying on predicted labels with high confidence, and asking the user to label only uncertain observations (from 12% to 26% of the observations depending on the used base classifier), almost as low error rates can be achieved as by using supervised approach. In fact, the difference was less than 2%-units. Moreover, unlike non-supervised approach, semi-supervised approach does not suffer from drastic concept drift, and thus, the error rate of the non-supervised approach is over 5%-units higher than using semi-supervised approach.","Streaming data analysis, concept drift and analysis of dynamic data sets",https://www.esann.org/sites/default/files/proceedings/legacy/es2019-63.pdf
2019,Beta Distribution Drift Detection for Adaptive Classifiers,"Lukas Fleckenstein, Sebastian Kauschke, Johannes Fürnkranz","With today's abundant streams of data, the only constant we can rely on is change. For stream classification algorithms, it is necessary to adapt to concept drift. This can be achieved by monitoring the model error, and triggering counter measures as changes occur. In this paper, we propose a drift detection mechanism that fits a beta distribution to the model error, and treats abnormal behavior as drift. It works with any given model, leverages prior knowledge about this model, and allows to set application-specific confidence thresholds. Experiments confirm that it performs well, in particular when drift occurs abruptly.","Streaming data analysis, concept drift and analysis of dynamic data sets",https://www.esann.org/sites/default/files/proceedings/legacy/es2019-59.pdf
2019,Human feedback in continuous actor-critic reinforcement learning,"Cristian Millán, Bruno Fernandes, Francisco Cruz","Reinforcement learning methods are used when an agent tries to learn from a changing environment. With continuous actions, the performance is significantly better, but the learning requires excessive time to find the proper policy. In this work, we focused on including human feedback in reinforcement learning continuous action space. We joint the policy with the feedback to favor actions in regions of low density. We compare the performance of the feedback over continuous actor-critic algorithm and evaluate it in the cart-pole balancing task. The obtained results show that our approach increases the accumulated reward and improves performance during the task.",Dynamical systems and reinforcement learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-149.pdf
2019,"Trust, law and ideology in a NN agent model of the US Appellate Courts","Nestor Caticha, Felippe Alves","Interacting NN are used to model US Appellate Court three judge panels.   Agents, whose initial states have three contributions derived from  common knowledge of the law, political affiliation and  personality,  learn by exchange of opinions,  updating their state and trust about other agents. The model replicates data patterns  only if initially the agents  trust each other and are certain about their trust independently of party affiliation, showing evidence of ideological voting, dampening  and amplification. Absence of law or party contribution destroys the theoretical-empirical  agreement. We identify quantitative signatures for different levels of  the law, ideological or idiosyncratic contributions.",Statistical physics of learning and inference,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-72.pdf
2019,time series modelling of market price in real-time bidding,"Manxing Du, Christian Hammerschmidt, Georgios Varisteas, Radu State, Mats Brorsson, Zhu Zhang","Real-Time-Bidding (RTB) is one of the most popular online advertisement selling mechanisms. Modeling the highly dynamic bidding environment is crucial for making good bids.  Market prices of auctions fluctuate heavily within short time spans. State-of-the-art methods neglect the temporal dependencies of bidders' behaviors. In this paper, the bid requests are aggregated by time and the mean market price per aggregated segment is modeled as a time series. We show that the Long Short Term Memory (LSTM) neural network outperforms the state-of-the-art univariate time series models by capturing the nonlinear temporal dependencies in the market price.   We further improve the predicting performance by adding a summary of exogenous features from bid requests.",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-99.pdf
2019,Chasing the Echo State Property,Claudio Gallicchio,"Reservoir Computing (RC) provides an efficient way for designing dynamical recurrent neural models. While training is restricted to a simple output component, the recurrent connections are left untrained after initialization, subject to stability constraints specified by the Echo State Property (ESP). Literature conditions for the ESP typically fail to properly account for the effects of driving input signals, often limiting the potentialities of the RC approach. In this paper, we study the fundamental aspect of asymptotic stability of RC models in presence of driving input, introducing an empirical ESP index that enables to easily analyze the stability regimes of reservoirs. Results on two benchmark datasets reveal interesting insights on the dynamical properties of input-driven reservoirs, suggesting that the actual domain of ESP validity is much wider than what covered by literature conditions commonly used in RC practice.",Dynamical systems and reinforcement learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-76.pdf
2019,Comparison between DeepESNs and gated RNNs on multivariate time-series prediction,"Claudio Gallicchio, Alessio Micheli, Luca Pedrelli","We propose an experimental comparison between Deep Echo State Networks (DeepESNs) and gated Recurrent Neural Networks (RNNs) on multivariate time-series prediction tasks. In particular, we compare reservoir and fully-trained RNNs able to represent signals featured by multiple time-scales dynamics. The analysis is performed in terms of efficiency and prediction accuracy on 4 polyphonic music tasks. Our results show that DeepESN is able to outperform ESN in terms of prediction accuracy and efficiency. Whereas, between fully-trained approaches, Gated Recurrent Units (GRU) outperforms Long Short-Term Memory (LSTM) and simple RNN models in most cases. Overall, DeepESN turned out to be extremely more efficient than others RNN approaches and the best solution in terms of prediction accuracy on 3 out of 4 tasks.",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-184.pdf
2019,Autoregressive Convolutional Recurrent Neural Network for Univariate and Multivariate Time Series Prediction,"Matteo  Maggiolo , Gerasimos Spanakis","Time Series forecasting (univariate and multivariate) is a problem of high complexity due the different patterns that have to be detected in the input, ranging from high to low frequencies ones. In this paper we propose a new model for timeseries prediction that utilizes convolutional layers for feature extraction, a recurrent encoder and a linear autoregressive component. We motivate the model and we test and compare it against a baseline of widely used existing architectures for univariate and multivariate timeseries. The proposed model appears to outperform the baselines in almost every case of the multivariate timeseries datasets, in some cases even with 50% improvement which shows the strengths of such a hybrid architecture in complex timeseries.",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-159.pdf
2019,Using Deep Learning and Evolutionary Algorithms for Time Series Forecasting,"Rafael Thomazi Gonzalez, Dante Augusto Couto Barone","Deep Learning is one of the latest approaches in the field of artificial neural networks. Since they were first proposed, Deep Learning models have obtained state-of-art results in some problems related to classification and pattern recognition. However, such models have been little used in time series forecasting. This work aims to investigate the use of some of these architectures in this kind of problem. Another contribution is the use of one Evolutionary Algorithm to optimize the hyperparameters of these models. The advantage of the proposed method is shown on two artificial time series datasets and one electricity load demand dataset.",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-15.pdf
2019,Conditional BRUNO: a neural process for exchangeable labelled data,"Iryna Korshunova, Yarin Gal, Arthur Gretton, Joni Dambre","We present a neural process that models exchangeable sequences of high dimensional complex observations conditionally on a set of labels or tags. Our model combines the expressiveness of deep neural networks with the data-efficiency of Gaussian processes, resulting in a probabilistic model for which the posterior distribution is easy to evaluate and sample from, and the computational complexity scales linearly with the number of observations. The advantages of the proposed architecture are demonstrated on a challenging few-shot view reconstruction task which requires generalisation from short sequences of viewpoints.",Classification and Bayesian learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-35.pdf
2019,Adversarial robustness of linear models: regularization and dimensionality,"Istvan Megyeri, Istvan Hegedus, Mark Jelasity","Many machine learning models are sensitive to adversarial input, meaning that very small but carefully designed noise added to correctly classified examples may lead to misclassification. The reasons for this are still poorly understood, even in the simple case of linear models. Here, we study linear models and offer a number of novel insights. We focus on the effect of regularization and dimensionality. We show that in very high dimensions adversarial robustness is inherently very low due to some mathematical properties of high-dimensional spaces that have received little attention so far. We also demonstrate that---although regularization may help---adversarial robustness is harder to achieve than high accuracy during the learning process. This is typically overlooked when researchers set optimization meta-parameters.",Classification and Bayesian learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-114.pdf
2019,interpretable dynamics models for data-efficient reinforcement learning,"Markus Kaiser, Clemens Otte, Thomas Runkler, Carl Henrik Ek","In this paper, we present a Bayesian view on model-based reinforcement learning. We use expert knowledge to impose structure on the transition model and present an efficient learning scheme based on variational inference. This scheme is applied to a heteroskedastic and bimodal benchmark problem on which we compare our results to NFQ and show how our approach yields human-interpretable insight about the underlying dynamics while also increasing data-efficiency.",Classification and Bayesian learning,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-98.pdf
2019,Beyond Pham's algorithm for joint diagonalization,"Pierre Ablin, Jean-François Cardoso, Alexandre Gramfort","The approximate joint diagonalization of a set of matrices consists in finding a basis in which these matrices are as diagonal as possible. This problem naturally appears in several statistical learning tasks such as blind signal separation. We consider the diagonalization criterion studied in a seminal paper by Pham (2001), and propose a new quasi-Newton method for its optimization. Through numerical experiments on simulated and real datasets, we show that the proposed method outperforms Pham’s algorithm. An open source Python package is released.",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-119.pdf
2019,Frequency Domain Transformer Networks for Video Prediction,"Hafez Farazi, Sven Behnke","The task of video prediction is forecasting the next frames given some previous frames. Despite much recent progress, this task is still challenging mainly due to high nonlinearity in the spatial domain. To address this issue, we propose a novel architecture, Frequency Domain Transformer Network (FDTN), which is an end-to-end learnable model that formulates the transformations of the signal in the frequency domain.  Experimental evaluations show that this approach can outperform some widely used video prediction methods like Video Ladder Network (VLN) and Predictive Gated Pyramids (PGP).",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-50.pdf
2019,lightweight autonomous bayesian optimization of Echo-State Networks,"Cerina Luca, Giuseppe Franco, Marco Domenico Santambrogio","Echo State Networks (ESN) represent a good option to tackle non-linear, time-dependent problems without the training complexity of standard Recurrent Neural Networks (RNNs), thanks to intrinsic dynamics that arise from untrained sparse networks. However, performance and stability of ESN are determined by their hyper-parameters, e.g. Reservoir dimension and sparsity, and the characteristics of the input, whose optimal values required time consuming procedures to be found. Here we propose an efficient automatic optimization framework for ESN based on the Bayesian Optimization given user-defined objectives, and bounded ranges on hyper-parameters. Results shown performance comparable withexhaustive grid-search optimization algorithms.",Time series and signal processing,https://www.esann.org/sites/default/files/proceedings/legacy/es2019-103.pdf
2020,Model Variance for Extreme Learning Machine,"Fabian Guignard, Mohamed Laib, Mikhail Kanevski",We derived theoretical formulas for the variance of extreme learning machine ensemble in a general case of a heteroskedastic noise. They provide a decomposition of the variance which helps in the  understanding of how the different sources of randomness contribute. The application of the proposed method to simulated datasets shows the effectiveness of the newly-introduced estimations in replicating the expected variance behaviours.,Supervised learning,https://www.esann.org/sites/default/files/proceedings/2020/ES2020-15.pdf
2020,Problem Transformation Methods with Distance-Based Learning for Multi-Target Regression,"Joonas Hämäläinen, Tommi Kärkkäinen","Multi-target regression is a special subset of supervised machine learning problems. Problem transformation methods are used in the field to improve the performance of basic methods. The purpose of this article is to test the use of recently popularized distance-based methods, the minimal learning machine (MLM) and the extreme minimal learning machine (EMLM), in problem transformation. The main advantage of the full data variants of these methods is the lack of any meta-parameter. The experimental results for the MLM and EMLM show promising potential, emphasizing the utility of the problem transformation especially with the EMLM.",Supervised learning,https://www.esann.org/sites/default/files/proceedings/2020/ES2020-181.pdf
2020,Gaussian process regression for the estimation of stable univariate time-series processes,"Georgios Birpoutsoukis, Julien M. Hendrickx","In this paper, estimation of AutoRegressive (AR) and AutoRegressive Moving Average (ARMA) models is proposed in a Bayesian framework using  a Gaussian Process Regression (GPR) approach. Impulse response properties of the underlying process to be modeled are exploited during the parameter estimation. As such, models of enhanced predictability can be consistently obtained, even in the case of large model orders. It is also proved that the proposed approach is strongly linked with the Prediction Error (PE) model estimation approaches, if the estimated parameters are regularized. Simulations are provided to illustrate the efficiency of the proposed approach.",Supervised learning,https://www.esann.org/sites/default/files/proceedings/2020/ES2020-111.pdf
2020,Locally Adaptive Nearest Neighbors,"Jan Philip Göpfert, Heiko Wersing, Barbara Hammer","When training automated systems, it has been shown to be beneficial to adapt the representation of data by learning a problem-specific metric. This metric is global. We extend this idea and, for the widely used family of k nearest neighbors algorithms, develop a method that allows learning locally adaptive metrics. To demonstrate important aspects of how our approach works, we conduct a number of experiments on synthetic data sets, and we show its usefulness on real-world benchmark data sets.",Supervised learning,https://www.esann.org/sites/default/files/proceedings/2020/ES2020-89.pdf
2020,SDOstream: Low-Density Models for Streaming Outlier Detection,"Alexander Hartl, Félix Iglesias, Tanja Zseby","Data commonly changes over time. Algorithms for anomaly detection must therefore be adapted to overcome the challenges of evolving data. We present SDOstream, a distance-based outlier detection algorithm for stream data that uses low-density models, therefore operating in linear time and avoiding the limitations of sliding windows and instance-based methods. SDOstream is designed to ensure a good integration in applications, hence the definition of ""outlier"" is not predetermined, but can be decided by the application based on distances to representative point locations. We describe the algorithm and evaluate algorithm performance with several datasets.",Supervised learning,https://www.esann.org/sites/default/files/proceedings/2020/ES2020-143.pdf
2020,Binary and Multi-label Defect Classification of Printed Circuit Board based on Transfer Learning,"George Azevedo, Leandro Silva, Agostinho Junior, Bruno Fernandes, Sérgio Oliveira","Automatic optical inspection for printed circuit board (PCB)is an important step to assure quality control in electronic manufacturing. Recently deep learning models have been used to detect and classify PCB defects. Since public PCB datasets usually are not large enough to train deep models from scratch, transfer learning has proved to bean effective strategy to overcome this limitation. In this paper we evaluate the influence of input image size for non-referential binary classification of PCB images from the DeepPCB dataset and moving further we evaluated a multi-label classification, both based on transfer learning. The best models achieved 99.5% accuracy for binary classification and mean accuracy of 95.16% for multi-label classification.",Supervised learning,https://www.esann.org/sites/default/files/proceedings/2020/ES2020-194.pdf
